timestamp,volatility
2024-06-29 12:00:00,36.41328608815358
2024-06-29 12:00:00,36.41328608815358
2024-06-29 13:00:00,36.402672587766055
2024-06-29 14:00:00,36.403753557699034
2024-06-29 15:00:00,36.40701856495096
2024-06-29 16:00:00,36.415088444794314
2024-06-29 17:00:00,36.052399702067376
2024-06-29 18:00:00,35.102659463594144
2024-06-29 19:00:00,35.08923297125051
2024-06-29 20:00:00,35.08126475307949
2024-06-29 21:00:00,35.08123578711735
2024-06-29 22:00:00,35.03322988047105
2024-06-29 23:00:00,34.88469220380185
2024-06-30 00:00:00,34.861530549450514
2024-06-30 01:00:00,34.861020270214674
2024-06-30 02:00:00,34.842643889586206
2024-06-30 03:00:00,34.83490147486909
2024-06-30 04:00:00,34.83476908973683
2024-06-30 05:00:00,34.8372390206589
2024-06-30 06:00:00,34.850702101438465
2024-06-30 07:00:00,34.85058070422363
2024-06-30 08:00:00,34.89962963303903
2024-06-30 09:00:00,35.1240075971859
2024-06-30 10:00:00,35.107909475915704
2024-06-30 11:00:00,35.10789070202302
2024-06-30 12:00:00,35.10424929865367
2024-06-30 13:00:00,35.104581538858596
2024-06-30 14:00:00,35.107011282618565
2024-06-30 15:00:00,35.1448231817614
2024-06-30 16:00:00,35.150939213258624
2024-06-30 17:00:00,35.15487876034834
2024-06-30 18:00:00,35.15122418805426
2024-06-30 19:00:00,35.157672035419345
2024-06-30 20:00:00,35.25180148443108
2024-06-30 21:00:00,35.2518615190858
2024-06-30 22:00:00,35.24297183583315
2024-06-30 23:00:00,35.24164332805951
2024-07-01 00:00:00,36.055052037191956
2024-07-01 01:00:00,36.068475322161355
2024-07-01 02:00:00,36.090009252558026
2024-07-01 03:00:00,36.49609586695267
2024-07-01 04:00:00,36.523736924640524
2024-07-01 05:00:00,36.52373934117696
2024-07-01 06:00:00,36.542159299302526
2024-07-01 07:00:00,36.555669951373055
2024-07-01 08:00:00,36.55323022321838
2024-07-01 09:00:00,36.56404112988742
2024-07-01 10:00:00,36.67507426475825
2024-07-01 11:00:00,36.663559516747775
2024-07-01 12:00:00,36.596595319905525
2024-07-01 13:00:00,36.59646669391405
2024-07-01 14:00:00,36.63375661149163
2024-07-01 15:00:00,36.646734870437015
2024-07-01 16:00:00,36.62602299280549
2024-07-01 17:00:00,36.67342590819444
2024-07-01 18:00:00,36.662750579074775
2024-07-01 19:00:00,36.91923346717438
2024-07-01 20:00:00,36.919324200482755
2024-07-01 21:00:00,37.05299481247385
2024-07-01 22:00:00,37.05475857724083
2024-07-01 23:00:00,37.079767595350575
2024-07-02 00:00:00,37.05525963217746
2024-07-02 01:00:00,37.05521951087891
2024-07-02 02:00:00,37.049540166691195
2024-07-02 03:00:00,37.040433681001545
2024-07-02 04:00:00,37.03227943241322
2024-07-02 05:00:00,37.03851563668326
2024-07-02 06:00:00,37.0149647535676
2024-07-02 07:00:00,37.01013105685938
2024-07-02 08:00:00,36.99826257738834
2024-07-02 09:00:00,37.04487699143083
2024-07-02 10:00:00,37.046163778068944
2024-07-02 11:00:00,36.87513620726725
2024-07-02 12:00:00,36.864002079961764
2024-07-02 13:00:00,36.87325708824261
2024-07-02 14:00:00,36.83814119201858
2024-07-02 15:00:00,36.76990718791196
2024-07-02 16:00:00,37.01022822272222
2024-07-02 17:00:00,37.01264412541882
2024-07-02 18:00:00,36.7895044568302
2024-07-02 19:00:00,36.46428358614192
2024-07-02 20:00:00,36.304196752677804
2024-07-02 21:00:00,36.33273783088605
2024-07-02 22:00:00,36.28854619035797
2024-07-02 23:00:00,36.27111309458898
2024-07-03 00:00:00,36.2804422698348
2024-07-03 01:00:00,36.26424086365239
2024-07-03 02:00:00,35.834086412314136
2024-07-03 03:00:00,35.73502160735247
2024-07-03 04:00:00,35.70166317474302
2024-07-03 05:00:00,35.83171963511811
2024-07-03 06:00:00,35.835742923060984
2024-07-03 07:00:00,35.88432764267019
2024-07-03 08:00:00,35.88259944310334
2024-07-03 09:00:00,35.87473958525454
2024-07-03 10:00:00,36.003512697085704
2024-07-03 11:00:00,35.96228420611944
2024-07-03 12:00:00,36.00430706584516
2024-07-03 13:00:00,35.99833076872701
2024-07-03 14:00:00,36.09815703098337
2024-07-03 15:00:00,36.27074374102509
2024-07-03 16:00:00,36.31216652315195
2024-07-03 17:00:00,36.318997264241936
2024-07-03 18:00:00,36.41301846670044
2024-07-03 19:00:00,36.42103408427602
2024-07-03 20:00:00,36.429660996639974
2024-07-03 21:00:00,36.66711370458723
2024-07-03 22:00:00,36.46181723451494
2024-07-03 23:00:00,36.79013417508048
2024-07-04 00:00:00,36.79102435300503
2024-07-04 01:00:00,36.79369885164536
2024-07-04 02:00:00,36.83664305024532
2024-07-04 03:00:00,39.88859001686244
2024-07-04 04:00:00,39.96685838740023
2024-07-04 05:00:00,39.97866549170525
2024-07-04 06:00:00,39.99390223901366
2024-07-04 07:00:00,39.99844580018323
2024-07-04 08:00:00,39.98702668121042
2024-07-04 09:00:00,40.242649467767635
2024-07-04 10:00:00,40.49221834736741
2024-07-04 11:00:00,40.49030441611963
2024-07-04 12:00:00,40.458915642846016
2024-07-04 13:00:00,40.40170377323773
2024-07-04 14:00:00,40.63617763023926
2024-07-04 15:00:00,40.64983259512386
2024-07-04 16:00:00,40.638251156354485
2024-07-04 17:00:00,41.055093298091904
2024-07-04 18:00:00,41.08105746233501
2024-07-04 19:00:00,41.070961134608154
2024-07-04 20:00:00,41.06768700870958
2024-07-04 21:00:00,41.077044593193406
2024-07-04 22:00:00,41.080370229171976
